Título;Autor;Año;MTLD;Palabras;TTR
La isla a mediodía;Cortázar, Julio;1966;104,588594; 2848;0,3606039
La noche boca arriba;Cortázar, Julio;NA; 13,000000;   13;1,0000000
La señorita Cora;Cortázar, Julio;NA; 28,787149;   32;0,9687500
Las líneas de la mano;Cortázar, Julio;1962; 51,177836;  244;0,5614754
Las ménades;Cortázar, Julio;NA;122,646871; 4786;0,3380694
Lejana;Cortázar, Julio;NA; 94,196822; 2924;0,3573871
Los testigos;Cortázar, Julio;NA;102,579151; 1932;0,4125259
Página asesina;Cortázar, Julio;NA; 22,292011;   34;0,8529412
Patio de tarde;Cortázar, Julio;NA; 54,298287;  173;0,5664740
Por escrito gallina una;Cortázar, Julio;NA; 56,115942;   88;0,8409091
Rayuela: Capítulo 68;Cortázar, Julio;NA; 61,039146;  201;0,6417910
Secuencias;Cortázar, Julio;NA; 23,754277;   80;0,3875000
Tema para un tapiz;Cortázar, Julio;NA; 39,387801;  148;0,5135135
Teoría del cangrejo;Cortázar, Julio;NA; 59,249836;  235;0,6255319
Todos los fuegos el fuego;Cortázar, Julio;1966;112,274397; 4632;0,3115285
Una flor amarilla;Cortázar, Julio;1956; 81,943112; 2650;0,3581132
Vialidad;Cortázar, Julio;NA; 60,000000;  180;0,5888889
En provincia;d'Halmar, Augusto;NA;  3,736842;   71;0,2394366
El tren;Dabove, Santiago;1946; 94,610089;  638;0,5219436
Ser polvo;Dabove, Santiago;NA;122,545102; 2198;0,4394904
Aguafuerte;Darío, Rubén;NA; 85,632155;  224;0,6875000
"Amar hasta fracasar (solo la vocal ""a"")";Darío, Rubén;1913; 61,114263; 1227;0,4433578
Cuento de Nochebuena;Darío, Rubén;NA;103,277430; 1482;0,4615385
El caso de la señorita Amelia;Darío, Rubén;NA; 90,389261; 1949;0,4520267
El nacimiento de la col;Darío, Rubén;NA; 57,999361;  171;0,6959064
El pájaro azul;Darío, Rubén;NA;143,006158; 1095;0,5041096
El rey burgués;Darío, Rubén;NA; 68,616620; 1597;0,4464621
El rubí;Darío, Rubén;1888;117,861546; 1865;0,4761394
El sátiro sordo;Darío, Rubén;NA;109,398376; 1511;0,4645930
El velo de la reina Mab;Darío, Rubén;NA; 72,986696; 1079;0,4874884
Huitzilopoxtli;Darío, Rubén;NA;126,193721; 1613;0,4327340
La extraña muerte de fray Pedro;Darío, Rubén;NA; 85,254215; 1424;0,4782303
La larva;Darío, Rubén;NA; 91,517230; 1105;0,4959276
El amor propio de Juanito Osuna;Delibes, Miguel;NA;106,382196; 3707;0,2686809
El otro hombre;Delibes, Miguel;NA;104,739953; 1065;0,4741784
El pueblo en la cara;Delibes, Miguel;1964; 65,484784;  711;0,4739803
La mortaja;Delibes, Miguel;1963;107,050050; 9699;0,2714713
Navidad sin ambiente;Delibes, Miguel;NA; 97,798559; 1105;0,4108597
A la salida del Infierno;Denevi, Marco;NA; 22,509514;   39;0,7948718
Adán y Eva;Denevi, Marco;NA; 12,886364;   18;0,8888889
Catequesis;Denevi, Marco;NA; 11,144214;   29;0,6206897
Crueldad de Cervantes;Denevi, Marco;1984; 32,810606;   72;0,6805556
Cuento de horror;Denevi, Marco;NA; 93,206522;  175;0,7542857
Cuento policial;Denevi, Marco;1972; 51,972245;  201;0,5870647
Desastroso fin de los tres Reyes Magos;Denevi, Marco;NA; 16,969697;   21;0,9047619
Descenso a los infiernos de la imaginación;Denevi, Marco;1979;106,617431; 3228;0,3540892
Dulcinea del Toboso;Denevi, Marco;1984; 73,415904;  197;0,6497462
El amor es crédulo;Denevi, Marco;NA; 56,327586;   99;0,7878788
El diablo;Denevi, Marco;1966; 60,135775;  461;0,5292842
El emperador de China;Denevi, Marco;NA; 53,846154;  100;0,7600000
El eterno militar;Denevi, Marco;1966; 44,289474;   89;0,7303371
El maestro traicionado;Denevi, Marco;1966; 48,781764;  160;0,6500000
El nunca correspondido amor de los fuertes por los débiles;Denevi, Marco;NA; 57,198969;  135;0,6814815
El peligro amarillo;Denevi, Marco;NA; 42,957983;   96;0,7187500
El precursor de Cervantes;Denevi, Marco;NA; 73,872147;  201;0,6666667
El ruiseñor;Denevi, Marco;1966; 51,165239;  436;0,3899083
El trabajo N° 13 de Hércules;Denevi, Marco;NA; 48,104809;  106;0,6886792
Epidemia de Dulcineas en el Toboso;Denevi, Marco;1984; 98,740368;  285;0,6701754
Esquina peligrosa;Denevi, Marco;NA; 69,813333;  272;0,6176471
Génesis;Denevi, Marco;NA; 60,955681;  207;0,6231884
Génesis, 2;Denevi, Marco;NA; 73,258992;  292;0,6130137
Historia fantástica;Denevi, Marco;1691; 66,312217;  180;0,6666667
In paradisum;Denevi, Marco;NA; 34,838396;   64;0,7656250
Justificación de la mujer de Putifar;Denevi, Marco;NA;  8,000000;    8;1,0000000
La anunciación al traidor;Denevi, Marco;1966; 75,628961;  818;0,4938875
La bella durmiente del bosque y el príncipe;Denevi, Marco;NA; 32,445946;   49;0,8571429
La cicatriz;Denevi, Marco;1587; 98,981673; 1004;0,5009960
La hormiga;Denevi, Marco;1966; 87,102554;  312;0,6089744
La inmolación por la belleza;Denevi, Marco;NA; 94,464883;  260;0,6730769
La memoria, esa incomodidad;Denevi, Marco;NA; 87,048340;  172;0,7267442
La mujer ideal no existe;Denevi, Marco;1984; 30,952118;   50;0,8400000
La mujer ideal para el perfecto machista;Denevi, Marco;NA; 74,421445;  314;0,6082803
La reina virgen;Denevi, Marco;NA; 72,503754;  164;0,7012195
La soledad;Denevi, Marco;1966; 70,282510;  154;0,6948052
La virginidad escasea;Denevi, Marco;NA; 43,594394;   96;0,6770833
Las vírgenes prudentes;Denevi, Marco;NA; 34,356354;   79;0,6582278
Los animales en el arca;Denevi, Marco;NA; 52,956423;  277;0,5812274
Los ardides de la impotencia;Denevi, Marco;1984; 20,396552;   27;0,9259259
Los silencios de Lanzarote y Ginebra;Denevi, Marco;1966; 62,227920;  135;0,7111111
Otra versión;Denevi, Marco;1966; 64,768987;  212;0,6509434
Pensamientos del señor Perogrullo;Denevi, Marco;NA;  7,522388;   12;0,8333333
Proposición sobre las verdaderas causas de la locura de don Quijote;Denevi, Marco;1966; 38,707566;   53;0,9056604
Realismo femenino;Denevi, Marco;1984; 37,611940;   61;0,8360656
Schehrasad en la noche 1002;Denevi, Marco;1966; 56,408940;  124;0,7096774
Silencio de sirenas;Denevi, Marco;1966; 35,720257;   70;0,7428571
The male animal;Denevi, Marco;1966; 44,213779;  259;0,5521236
Una impostura del señor Perogrullo;Denevi, Marco;NA; 10,161290;   15;0,8666667
Verídica crónica de Juana la Loca y de Felipe el Hermoso;Denevi, Marco;NA; 99,806082; 1625;0,4523077
“Veritas odium parit”;Denevi, Marco;NA; 14,048611;   17;0,9411765
El Josco;Díaz Alfaro, Abelardo;NA;106,394396; 1575;0,4444444
Santa Clo va a La Cuchilla;Díaz Alfaro, Abelardo;NA;115,841797; 1344;0,4657738
Caín;Díaz Grullón, Virgilio;1930;117,527322; 1272;0,4606918
Catatónico;Díaz Grullón, Virgilio;NA; 81,874018;  512;0,5449219
Edipo;Díaz Grullón, Virgilio;1958;125,764727; 1203;0,4970906
El maleficio;Díaz Grullón, Virgilio;1975; 87,895236;  516;0,5697674
La enemiga;Díaz Grullón, Virgilio;NA; 96,107311; 1021;0,4495593
La rebelión;Díaz Grullón, Virgilio;NA;125,400638; 1321;0,4390613
Cuento áureo;Díaz Rodríguez, Manuel;1899; 83,726554; 1623;0,4208256
El asedio;Díaz Valcárcel, Emilio;NA;141,506845; 2408;0,4647010
El regreso;Díaz Valcárcel, Emilio;NA;117,409091; 1260;0,4539683
La muchacha del tiempo;Díaz Valcárcel, Emilio;1995; 97,031168;  719;0,5173853
Acerca de la muerte de Bieito;Dieste, Rafael;NA;106,364497;  800;0,5062500
El niño suicida;Dieste, Rafael;1926; 91,087891;  755;0,5072848
El regreso;Dieste, Rafael;NA;120,815737;  792;0,5378788
China;Donoso, José;NA;147,257471; 1689;0,4766134
La invención de Ramón;Donoso, José;NA; 66,905568;  244;0,5778689
La puerta cerrada;Donoso, José;1960;108,149041; 8287;0,2879208
Una señora;Donoso, José;NA;110,471974; 2011;0,4067628
El matadero;Echeverría, Esteban;NA;109,699482; 6077;0,3621853
El acto libre;Edwards, José;NA;129,283249; 1344;0,4687500
El barbazul delicado;Edwards, José;NA;159,154298; 4799;0,4040425
El masoquista;Edwards, José;NA;173,676002; 2385;0,4524109
El vicio del alcohol;Emar, Juan;1937;100,320736; 1399;0,4424589
Artificios;Fernández, Macedonio;1972; 27,144434;   75;0,7333333
Un paciente en disminución;Fernández, Macedonio;NA; 42,776151;   94;0,6702128
La fraga de Cecebre;Fernández Flórez, Wenceslao;NA;109,436865; 2119;0,4270882
Cabeza rapada;Fernández Santos, Jesús;1958;132,026834;  991;0,5116044
Chac Mool;Fuentes, Carlos;NA;147,442516; 3589;0,4157147
El que inventó la pólvora;Fuentes, Carlos;1909;136,188329; 2351;0,4891536
La muñeca reina;Fuentes, Carlos;NA;115,653930; 5954;0,3495129
Una zona sagrada;Fuentes, Carlos;1967; 55,102578;  136;0,6911765
El crepúsculo del diablo;Gallegos, Rómulo;NA;102,011696; 2069;0,4253262
El paréntesis;Gallegos, Rómulo;NA;120,901025; 2287;0,4468736
El piano viejo;Gallegos, Rómulo;1916;107,477562; 1629;0,4272560
Amantes asesinados por una perdiz;García Lorca, Federico;NA; 75,701679;  580;0,5517241
Degollación de los inocentes;García Lorca, Federico;NA;118,220332;  566;0,6113074
Historia de este gallo;García Lorca, Federico;1830;118,981584; 2336;0,4559075
La gallina;García Lorca, Federico;1934; 38,419937;  513;0,4775828
Nadadora sumergida;García Lorca, Federico;NA;109,896517;  509;0,5834971
Santa Lucía y san Lázaro;García Lorca, Federico;1910; 99,012287; 2346;0,4471441
Suicidio en Alejandría;García Lorca, Federico;NA; 28,172564;  354;0,5254237
Algo muy grave va a suceder en este pueblo;García Márquez, Gabriel;NA; 81,710046;  763;0,4298820
El cuento del gallo capón;García Márquez, Gabriel;NA; 30,857213;  196;0,3724490
El drama del desencantado;García Márquez, Gabriel;NA; 43,872549;  100;0,6900000
El rastro de tu sangre en la nieve;García Márquez, Gabriel;NA;104,464522; 7693;0,2842844
El visitante;García Márquez, Gabriel;2001; 61,474465;  173;0,6589595
Espantos de agosto;García Márquez, Gabriel;NA;106,394225; 1054;0,4791271
La fotogenia del fantasma;García Márquez, Gabriel;1955; 56,876640;  138;0,6739130
La luz es como el agua;García Márquez, Gabriel;NA; 84,928571; 1189;0,4322960
La muerte en Samarra;García Márquez, Gabriel;1995; 46,466702;  119;0,6218487
La prodigiosa tarde de Baltazar;García Márquez, Gabriel;1962;111,314492; 2441;0,3863171
La santa;García Márquez, Gabriel;NA;117,623953; 4812;0,3526600
Ladrón de sábado;García Márquez, Gabriel;NA; 89,262538;  639;0,4538341
Los cinco cuentos cortos más bellos del mundo: I;García Márquez, Gabriel;2001; 32,536481;   58;0,7931034
Los cinco cuentos cortos más bellos del mundo: II;García Márquez, Gabriel;2001; 45,244498;  100;0,7200000
Los cinco cuentos cortos más bellos del mundo: III;García Márquez, Gabriel;2001; 51,928826;  115;0,7043478
Los cinco cuentos cortos más bellos del mundo: IV;García Márquez, Gabriel;2001; 62,914494;  180;0,6666667
Los cinco cuentos cortos más bellos del mundo: V;García Márquez, Gabriel;2001; 68,885296;  128;0,7656250
Piensa en nosotros;García Márquez, Gabriel;NA; 62,825967;  114;0,7719298
Retinoblastoma;García Márquez, Gabriel;2001; 38,216962;   93;0,6989247
Solo vine a hablar por teléfono;García Márquez, Gabriel;NA;111,846935; 5433;0,3313087
Un día de estos;García Márquez, Gabriel;NA; 78,856548;  879;0,4550626
Un niño como yo;García Márquez, Gabriel;2001; 28,000000;   51;0,7843137
